f1,iso_score,iso_label,ae_recon_error,ae_label,proxy_label
-0.022,-0.04751444823572459,0,1.2834978498214016,0,0
-0.105,-0.06848367213411322,0,1.1039115813438685,0,0
-0.183,-0.08415659868243802,0,0.6956958692791224,0,0
-0.178,-0.1129340280067671,0,0.5481524796025742,0,0
-0.208,-0.12505368782024623,0,0.5404211263478071,0,0
-0.232,-0.11232772171999572,0,0.7062338674857247,0,0
-0.112,-0.10768260662725948,0,0.5385137982258549,0,0
-0.054,-0.13570943279381065,0,0.4990640969664673,0,0
-0.159,-0.1136001830861561,0,0.5881533244576765,0,0
-0.225,-0.11215020555708433,0,0.6003538321557386,0,0
-0.093,-0.12845546926956858,0,0.4651307841808613,0,0
-0.002,-0.13169445763470516,0,0.4167541108907642,0,0
0.0,-0.13683141435542245,0,0.39314582156151284,0,0
-0.154,-0.11328171496576817,0,0.47856939129866144,0,0
-0.129,-0.111328499385904,0,0.39375887354558825,0,0
-0.015,-0.10784622202991645,0,0.38346331275145007,0,0
-0.015,-0.1351860194432053,0,0.3105443804880921,0,0
-0.09,-0.12207963794593168,0,0.3058113284907933,0,0
-0.088,-0.102614016386321,0,0.14137815759512148,0,0
-0.127,-0.13675126298577034,0,0.15767093487435604,0,0
-0.132,-0.1469047840244032,0,0.12829525014565574,0,0
-0.168,-0.16044947029299372,0,0.2639184806096412,0,0
-0.129,-0.15742185790150842,0,0.22611258410578214,0,0
-0.112,-0.15098699502507928,0,0.17305310466113638,0,0
-0.186,-0.12794310789158664,0,0.19245018374449804,0,0
-0.186,-0.12995588225420712,0,0.11632605019512976,0,0
-0.107,-0.1443284291750852,0,0.16717350161934313,0,0
-0.083,-0.146991399357496,0,0.22453050404134717,0,0
-0.137,-0.15758065088350892,0,0.15700869571572765,0,0
-0.09,-0.17250208511416648,0,0.10677233185583108,0,0
-0.007,-0.1603082927962044,0,0.20493048826650453,0,0
-0.005,-0.16921943351750918,0,0.15966457261029637,0,0
0.007,-0.1528336003913885,0,0.17990891829595174,0,0
-0.046,-0.14447798538125856,0,0.30858561956302455,0,0
0.005,-0.12198429289350032,0,0.20799972918754978,0,0
-0.01,-0.10403538084697456,0,0.20060029580185193,0,0
0.012,-0.09582328599176754,0,0.19091714264361004,0,0
-0.034,-0.10399840000661725,0,0.2521661964360864,0,0
-0.081,-0.11847230044904833,0,0.29621838212598445,0,0
-0.081,-0.13347959169938328,0,0.2204592961607387,0,0
-0.09,-0.13590549908515664,0,0.26273051928989927,0,0
-0.112,-0.1298728327034665,0,0.28365555664310727,0,0
-0.159,-0.14322211514745076,0,0.204642905469466,0,0
-0.166,-0.13717903757856564,0,0.1849230265288503,0,0
-0.188,-0.1404609704288709,0,0.3314332900273664,0,0
-0.19,-0.1508599784881527,0,0.12424221660621027,0,0
-0.103,-0.14791846764155409,0,0.3011473384580949,0,0
-0.12,-0.15729245594942504,0,0.22622334492981172,0,0
-0.132,-0.13578256734017607,0,0.16203770960789435,0,0
-0.19,-0.13832307916731335,0,0.21798068917335428,0,0
-0.081,-0.14457633297230216,0,0.3691142664435362,0,0
0.029,-0.1547170863391794,0,0.4265797732142122,0,0
-0.007,-0.15329488843358408,0,0.33613128149055915,0,0
0.0,-0.13825926938277316,0,0.4917570873676924,0,0
-0.078,-0.14042609830501157,0,0.3530723236662399,0,0
-0.134,-0.13519167180725666,0,0.4133824926508233,0,0
-0.071,-0.12113999580054186,0,0.3966334804699197,0,0
-0.015,-0.09329258357271558,0,0.41852323865061053,0,0
-0.12,-0.08354794177710351,0,0.35311955178108334,0,1
-0.161,-0.10735621579076998,0,0.498646271455965,0,0
-0.056,-0.10158853519251065,0,0.3559165141494966,0,0
-0.093,-0.11067140219471266,0,0.5107988354637376,0,0
-0.256,-0.1237999328131163,0,0.4566754653044939,0,0
-0.251,-0.1440304907525085,0,0.3479313069520025,0,0
-0.149,-0.15865023599672828,0,0.2746968850207514,0,0
-0.054,-0.13224178482176407,0,0.23523120079296933,0,0
-0.115,-0.13841380955756116,0,0.2731356570522555,0,0
-0.2,-0.14093266448080166,0,0.20989656409100546,0,0
-0.183,-0.1367913584548101,0,0.26849739597314587,0,0
-0.127,-0.12937449445368987,0,0.36938009756153145,0,0
-0.037,-0.1261006965190648,0,0.27466219577212947,0,0
-0.039,-0.14854297442292952,0,0.3082949697348204,0,0
-0.056,-0.1307175158976242,0,0.21722383521351835,0,0
-0.042,-0.10881378672623343,0,0.24909216864311928,0,0
-0.002,-0.09477148513715367,0,0.31150222550070594,0,0
-0.044,-0.08976672323034307,0,0.37078156558606984,0,0
-0.046,-0.097130108196393,0,0.29425580007626256,0,0
-0.081,-0.12364928282237558,0,0.35214524429479643,0,0
-0.112,-0.12942872432946106,0,0.1836407023607845,0,0
-0.125,-0.14605348931783785,0,0.27364862134412793,0,0
-0.166,-0.13236256044237132,0,0.19603698540749162,0,0
-0.142,-0.132698373707076,0,0.2642219975197777,0,0
-0.117,-0.14286186939346246,0,0.35000592061380154,0,0
-0.093,-0.13873312823176526,0,0.21951130118530635,0,0
-0.229,-0.12738929570090507,0,0.5227018384684662,0,0
-0.264,-0.11469500720004894,0,0.4300788157822792,0,0
-0.159,-0.1320736752989649,0,0.3116346689181109,0,0
-0.134,-0.07592716746038303,0,0.3719969042465015,0,1
-0.139,-0.10327098953549779,0,0.6007928267442071,0,0
-0.144,-0.10698935179549601,0,0.5523965893438949,0,0
-0.168,-0.11521585278205049,0,0.4216125984451379,0,0
-0.081,-0.134124284399104,0,0.3922543397441012,0,0
-0.059,-0.14061512759414474,0,0.4417570285791446,0,0
0.0,-0.1471569885973963,0,0.5225675406887138,0,0
-0.078,-0.1403288919668218,0,0.4034349800369899,0,0
-0.066,-0.1517976780277347,0,0.43343640123701943,0,0
0.02,-0.144094080875304,0,0.39511445837562553,0,0
-0.017,-0.14174829621351936,0,0.2648146308977181,0,0
-0.068,-0.1513321049587174,0,0.15648505345837066,0,0
-0.132,-0.13966500890437522,0,0.14389182677439966,0,0
-0.229,-0.11171527738100262,0,0.2692441620483095,0,0
-0.063,-0.10071686845123295,0,0.6333513835470972,0,0
0.002,-0.11150158829915285,0,0.5140252420198232,0,0
-0.081,-0.09953585830441242,0,0.4774855966373379,0,0
-0.215,-0.11636699066603229,0,0.504671136389095,0,0
-0.19,-0.1415510220830044,0,0.3214747459095003,0,0
-0.188,-0.10198386778221868,0,0.19519986236533965,0,0
-0.171,-0.12090575333816722,0,0.4281538922856125,0,0
-0.142,-0.12721665077573657,0,0.3993906005800083,0,0
-0.129,-0.10266190784535273,0,0.7073329886408362,0,0
-0.195,-0.10618959071725648,0,0.6988204512273108,0,0
-0.139,-0.11257811437493209,0,0.49100394345828313,0,0
-0.066,-0.12655031240797737,0,0.44138499891087835,0,0
0.002,-0.1339828171679896,0,0.3193137780376753,0,0
0.005,-0.14709961593157722,0,0.19688000321859406,0,0
-0.046,-0.13957641596071585,0,0.12555600171849718,0,0
-0.022,-0.10704054450431078,0,0.24198904295908585,0,0
0.012,-0.10837406192851068,0,0.364198046435474,0,0
-0.029,-0.11798890294756764,0,0.3041185417158944,0,0
-0.032,-0.12473251830148019,0,0.21444985832612656,0,0
-0.09,-0.10590589507069958,0,0.2870387149560728,0,0
-0.178,-0.08915034327348309,0,0.29467473593676063,0,0
-0.232,-0.10414911475902994,0,0.5612867139197275,0,0
-0.171,-0.1012703068688372,0,0.7117922615312606,0,0
-0.083,-0.1333539413707573,0,0.4310504898698556,0,0
-0.088,-0.12103045193044282,0,0.5250408773102849,0,0
-0.181,-0.14113552206312735,0,0.3502366365964581,0,0
-0.2,-0.1353595476657044,0,0.2859954891346189,0,0
-0.127,-0.13803821278351236,0,0.35161632769490875,0,0
-0.054,-0.13836866887086324,0,0.4477034173671077,0,0
-0.037,-0.12931383106844602,0,0.3631136663570747,0,0
-0.076,-0.12313677405054807,0,0.31671807934915597,0,0
-0.178,-0.13410307548213257,0,0.45510252844203947,0,0
-0.134,-0.1143968011026939,0,0.5790949010532247,0,0
0.032,-0.1406807933939031,0,0.44045435061927807,0,0
0.11,-0.1498590035576282,0,0.47336525173757493,0,0
-0.095,-0.13747743951149388,0,0.4170471560426404,0,0
-0.173,-0.1429508243481597,0,0.4081339077462349,0,0
-0.078,-0.11445254711181502,0,0.33352831168492797,0,0
0.071,-0.09203389221933994,0,0.5131163747386553,0,0
-0.012,-0.09899404603558781,0,0.25967324881926945,0,0
-0.164,-0.09699774781884835,0,0.42357346976654514,0,0
-0.125,-0.12699372735746656,0,0.2424857035099545,0,0
-0.205,-0.10461144947153272,0,0.4903770800619512,0,0
-0.288,-0.08301374931241695,0,0.4501749962773037,0,0
-0.259,-0.12004299708837984,0,0.6044142048151393,0,0
-0.056,-0.10267187877935874,0,0.5512859418065819,0,0
-0.078,-0.14974034156624372,0,0.41239264336987,0,0
-0.278,-0.05135555619456755,0,0.6250229031368788,0,0
-0.291,-0.07563607163249092,0,0.6045224333107008,0,0
-0.159,-0.10646865864566113,0,0.2702073261363902,0,0
-0.032,-0.09887043261267392,0,0.31066997403060725,0,0
-0.085,-0.11138739772213835,0,0.419779196422554,0,0
-0.247,-0.1281401323449637,0,0.4884073353557173,0,0
-0.166,-0.13937558561840374,0,0.2717832957080003,0,0
-0.029,-0.13684214233235625,0,0.328965630206138,0,0
0.027,-0.14975648187766705,0,0.3892965535468157,0,0
0.01,-0.1557856124710431,0,0.3895214206445,0,0
0.012,-0.09448926702576299,0,0.32555378845625305,0,0
0.032,-0.09648454943346274,0,0.39268555411820955,0,0
-0.076,-0.1022406299646701,0,0.3146082298642885,0,0
-0.071,-0.12252323437079043,0,0.21434028307703779,0,0
-0.073,-0.11614238546213884,0,0.3280724492610715,0,0
0.0,-0.12820438938927592,0,0.17221893951373227,0,0
-0.044,-0.14204491126637225,0,0.22600523267606798,0,0
-0.181,-0.131277199909342,0,0.3342244997125631,0,0
-0.156,-0.14107042360355398,0,0.3340702147879977,0,0
-0.137,-0.1425553315403036,0,0.22865236070246137,0,0
-0.105,-0.14727567499500366,0,0.2621823613412138,0,0
-0.103,-0.14793806917439678,0,0.23986854172083386,0,0
-0.205,-0.13036657640878502,0,0.35661652604582317,0,0
-0.156,-0.14481797811477115,0,0.32404782558063233,0,0
-0.049,-0.14946708415465243,0,0.2657037296027684,0,0
-0.017,-0.16719522852314017,0,0.23213430058913403,0,0
-0.056,-0.15778454600109815,0,0.21524320361095234,0,0
-0.051,-0.16290237885915798,0,0.17105428215958088,0,0
-0.061,-0.1555107987578721,0,0.2577843196696695,0,0
-0.037,-0.14582689993900627,0,0.244841786923904,0,0
0.095,-0.1256980702584959,0,0.278674196355892,0,0
0.042,-0.11414226423350832,0,0.19483802587864524,0,0
-0.063,-0.10105141239378873,0,0.15446214749107012,0,0
-0.117,-0.1318684805416217,0,0.2840732901551653,0,0
-0.115,-0.14014746152134883,0,0.2929023431343879,0,0
-0.105,-0.13008090334726713,0,0.26059407713591126,0,0
-0.076,-0.1366633646162107,0,0.3080612919845153,0,0
-0.159,-0.14783659998759352,0,0.3618035229828157,0,0
-0.251,-0.14411411941923608,0,0.20269038586644528,0,0
-0.222,-0.14658858713808448,0,0.2538481722464868,0,0
-0.156,-0.14734350625032339,0,0.20188442326672268,0,0
-0.122,-0.15436289317221985,0,0.21387126477089075,0,0
-0.11,-0.16065356640537187,0,0.18686151860746236,0,0
-0.129,-0.13927440107534272,0,0.15193440217474855,0,0
-0.115,-0.12861540252277776,0,0.16667797515465912,0,0
-0.12,-0.1381077050914617,0,0.23178334388574023,0,0
-0.078,-0.13744535697204197,0,0.2793142500969254,0,0
-0.01,-0.13566539424945534,0,0.28387201338242696,0,0
0.005,-0.12136380110031314,0,0.3915349425957445,0,0
-0.068,-0.13596644668638969,0,0.3122147258499054,0,0
-0.027,-0.12588697535460608,0,0.3074253950641667,0,0
0.027,-0.13370468626418536,0,0.24180677414894935,0,0
0.007,-0.11423573731914544,0,0.2036541393172339,0,0
-0.029,-0.1290534108209681,0,0.12369250483017566,0,0
-0.083,-0.12261886603320515,0,0.267763516706209,0,0
-0.139,-0.12362050132106572,0,0.3261479126229015,0,0
-0.156,-0.11919673530048247,0,0.4128845993656175,0,0
-0.137,-0.14105068725673447,0,0.3091574504178859,0,0
-0.171,-0.12897903669970728,0,0.23033222425087904,0,0
-0.171,-0.14579894738769855,0,0.2561694245819498,0,0
-0.19,-0.14688523655000546,0,0.29846647932874737,0,0
-0.239,-0.1495754141585522,0,0.22872077889786305,0,0
-0.21,-0.11911774307089873,0,0.17178495231335741,0,0
-0.083,-0.1339134549036754,0,0.20478886172668448,0,0
0.071,-0.1298351813298756,0,0.380833181175311,0,0
0.012,-0.1369588507039189,0,0.538888131145882,0,0
-0.193,-0.12322416187882618,0,0.6013834920670768,0,0
-0.183,-0.15153449539274577,0,0.426342116670417,0,0
0.002,-0.15044286919968425,0,0.38279422900413695,0,0
0.122,-0.14313434407429804,0,0.2670310932367436,0,0
0.0,-0.14324034587648737,0,0.3068149432205763,0,0
-0.139,-0.11828097147950467,0,0.3698882359832811,0,0
-0.178,-0.13294102354053527,0,0.3416242678080697,0,0
-0.027,-0.1370871173232514,0,0.2860973672236252,0,0
-0.015,-0.14572379564501142,0,0.1707246359885483,0,0
-0.151,-0.1468173621045324,0,0.2719648139194872,0,0
-0.193,-0.15169493909752652,0,0.19875814076756332,0,0
-0.088,-0.1568632204589388,0,0.23367751076382087,0,0
-0.103,-0.1732491752151188,0,0.15595852838043187,0,0
-0.239,-0.14864378206022377,0,0.3483894624000247,0,0
-0.198,-0.1604630872234551,0,0.2243110592767395,0,0
-0.132,-0.14340209421461814,0,0.3262773656865521,0,0
-0.161,-0.1522653106038308,0,0.2719173171751278,0,0
-0.122,-0.1597141387807492,0,0.23458279748863847,0,0
-0.105,-0.15438989099281847,0,0.2836891105463605,0,0
-0.049,-0.14631205904055106,0,0.24226662749754987,0,0
-0.029,-0.14902412769554357,0,0.21996519679883447,0,0
0.0,-0.14659816852683455,0,0.22753814618285237,0,0
-0.076,-0.1232643372815303,0,0.2767190352886558,0,0
-0.1,-0.13049651919368,0,0.3581589292185695,0,0
0.01,-0.13035391259434664,0,0.24970602454216806,0,0
0.022,-0.13850652218258025,0,0.10169613623703763,0,0
0.01,-0.1436071972192997,0,0.24414667768766699,0,0
-0.081,-0.1375925046359523,0,0.2260235272188867,0,0
-0.132,-0.09982048916104225,0,0.341057491603667,0,0
-0.107,-0.14022977491594307,0,0.38499802078024375,0,0
-0.071,-0.1288114921293546,0,0.2630237005171709,0,0
-0.068,-0.13101263497473964,0,0.4288744235048113,0,0
-0.186,-0.12368260505952827,0,0.4815889534985801,0,0
-0.181,-0.1564732307701862,0,0.17589370317989145,0,0
-0.208,-0.16163243030519536,0,0.2258943760349112,0,0
-0.188,-0.15221928679619795,0,0.1519357354330208,0,0
-0.139,-0.1468575981900862,0,0.2688267631956581,0,0
-0.125,-0.15140856421817767,0,0.25987430134236494,0,0
-0.078,-0.15795660633429232,0,0.350697639433524,0,0
-0.112,-0.15081851739457108,0,0.27931433534886807,0,0
-0.137,-0.162414136488454,0,0.2206160271542899,0,0
0.02,-0.1520896705381249,0,0.46289576024230045,0,0
0.042,-0.16788469432734554,0,0.2010314070750335,0,0
-0.017,-0.1479014732990403,0,0.24435387631471892,0,0
-0.078,-0.14912495558462052,0,0.22192563829831818,0,0
-0.112,-0.149978960124874,0,0.3107335705172235,0,0
-0.081,-0.17194406304408483,0,0.1636300544431308,0,0
-0.002,-0.1562305736888691,0,0.14021144129142088,0,0
-0.088,-0.1439911822298361,0,0.16471052186349272,0,0
-0.176,-0.15461783263247203,0,0.17153749500967655,0,0
-0.149,-0.1507403610742783,0,0.14917676092691207,0,0
-0.098,-0.16032670473898286,0,0.25103725074535077,0,0
-0.105,-0.14854966912361645,0,0.16563601350498422,0,0
-0.19,-0.1500550997837234,0,0.22605819166300073,0,0
-0.103,-0.15279956469365746,0,0.2513207982803379,0,0
-0.146,-0.1542840917195183,0,0.12285430395523211,0,0
-0.198,-0.15248147926732042,0,0.19211528399878244,0,0
-0.215,-0.14052652262771165,0,0.11361270807824264,0,0
-0.107,-0.1316034903553091,0,0.1996858403753636,0,0
-0.068,-0.13898352006608222,0,0.34840445344066867,0,0
-0.024,-0.1321570856538931,0,0.2920611298992659,0,0
-0.044,-0.12991552223594682,0,0.27574481891668406,0,0
-0.098,-0.1341989337420894,0,0.33520946590333633,0,0
-0.066,-0.1320107808366483,0,0.38486483242502467,0,0
0.02,-0.11910511679616026,0,0.24277547275633857,0,0
